total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,remaining_units,leak_detected
4,1,208.24,13.99,485.19,0
7,1,249.81,3.26,3.79,0
2,3,67.56,6.85,21.4,1
5,2,330.84,0.63,541.33,0
1,2,59.69,0.26,1664.67,0
3,2,168.2,0.83,13.6,0
1,3,69.21,2.98,6.04,1
3,3,158.31,1.18,43.19,0
2,3,106.97,0.33,78.99,0
3,2,169.84,14.37,146.4,0
3,4,228.07,1.04,467.51,1
3,3,132.83,2.5,94.17,1
4,2,201.94,3.46,3.59,0
7,0,506.57,62.33,1495.42,0
3,2,200.74,0.0,9.91,0
2,2,113.61,0.0,6.7,0
2,3,103.25,12.22,146.1,0
6,5,363.54,4.19,76.03,1
4,2,159.67,2.36,2.91,1
3,4,117.1,16.66,8.26,0
2,4,139.22,12.48,10.89,1
3,3,217.31,0.01,163.37,0
2,2,56.29,1.58,14.73,1
7,3,462.18,14.82,237.45,1
6,4,320.16,1.22,1.64,0
1,0,87.34,7.53,440.79,0
4,3,335.46,6.38,398.52,1
2,4,97.02,3.31,6.23,0
3,3,146.53,3.0,75.12,0
6,3,248.87,5.89,4.34,1
4,3,174.1,15.55,5.05,1
3,3,154.26,5.26,65.12,1
2,3,131.53,31.07,285.08,0
5,3,189.56,12.37,476.03,0
4,3,118.23,10.12,62.91,0
3,2,194.8,0.32,149.12,0
2,5,55.75,6.16,134.81,0
3,2,106.11,12.08,138.19,0
7,2,389.88,1.44,64.31,0
4,2,191.33,16.82,3.83,0
3,4,129.08,9.12,310.78,1
4,3,254.31,4.34,0.52,0
5,3,390.22,8.03,59.98,1
3,4,152.26,13.0,3.56,0
2,4,116.03,29.34,143.25,1
4,3,292.12,23.0,105.41,0
4,3,262.66,3.97,1142.83,0
5,4,202.39,5.28,82.68,0
6,2,274.09,1.35,487.63,1
3,3,97.22,3.91,116.73,0
1,4,29.17,2.39,53.13,0
7,3,236.38,9.07,58.88,0
3,1,147.18,10.4,6.31,0
4,1,268.8,23.16,73.99,0
4,4,221.39,17.71,9.05,0
4,0,278.36,0.13,428.08,1
2,4,83.27,5.1,545.01,0
5,2,364.88,12.85,138.01,0
5,3,240.54,0.67,40.13,0
4,3,167.06,11.62,248.19,0
3,3,192.5,6.75,91.2,0
1,0,75.43,2.63,289.67,0
1,2,55.66,0.04,1556.29,0
3,3,124.74,2.48,43.78,0
3,3,212.73,6.15,39.31,0
7,3,342.13,9.33,2668.27,0
5,1,346.12,0.5,221.57,0
4,3,157.93,10.33,136.76,0
4,3,205.54,1.03,32.6,0
2,1,85.52,0.0,106.75,0
8,1,490.46,42.12,532.55,0
3,3,190.51,6.73,49.37,1
1,3,49.64,0.13,129.21,0
3,2,179.61,2.65,516.14,0
6,2,184.3,0.44,2.15,0
6,4,334.88,0.26,562.41,1
1,4,45.91,1.61,107.98,0
6,2,211.79,0.81,8.72,0
2,3,152.23,4.44,348.23,0
1,4,46.23,3.71,299.82,0
6,5,257.54,0.89,2015.7,0
6,2,239.0,3.73,4.65,0
4,4,149.46,3.63,52.53,0
4,3,106.65,12.2,4.93,0
5,2,211.87,9.89,2503.99,0
5,3,314.0,10.68,525.03,0
6,3,354.44,0.29,133.36,0
4,2,283.96,16.07,7.01,0
8,1,467.84,0.0,2802.8,1
10,4,297.69,5.46,129.84,1
1,4,63.64,0.15,2424.06,1
6,1,203.64,6.14,1724.39,0
3,3,163.15,12.84,44.8,0
3,2,204.36,13.23,160.42,0
4,3,202.68,13.62,2.74,1
1,4,56.75,0.84,111.94,0
4,2,200.42,12.25,2327.41,0
6,3,249.45,16.99,1.67,1
2,4,143.63,0.0,9.64,0
3,4,153.37,0.32,34.43,0
7,3,255.19,23.66,59.28,0
3,4,112.68,2.52,30.83,0
3,4,180.44,22.95,101.25,0
3,3,147.61,3.05,294.94,0
4,0,275.64,30.62,1914.73,0
4,3,151.41,9.29,521.41,0
5,4,321.26,0.93,147.47,1
3,2,119.74,3.63,13.88,1
5,1,207.43,4.25,200.64,0
4,2,219.13,6.65,432.33,0
3,0,223.15,0.91,2743.21,0
4,3,368.55,29.99,156.37,0
5,2,355.95,33.17,34.26,1
4,4,241.54,1.03,391.55,0
1,2,68.86,1.56,882.04,0
2,5,115.31,0.01,350.21,0
2,3,108.12,1.95,577.26,0
2,1,161.01,2.75,258.98,0
4,4,245.32,18.45,286.33,0
1,3,46.94,0.94,501.9,0
5,3,415.83,34.04,53.41,0
2,5,104.87,8.08,11.17,1
3,3,177.36,8.32,255.71,0
4,4,214.23,0.9,128.1,0
2,2,117.05,0.24,357.2,0
6,3,314.26,0.42,101.84,0
1,1,48.03,4.28,84.2,0
3,4,127.07,3.3,95.42,0
6,2,369.06,31.37,21.6,0
4,2,102.86,2.36,471.1,0
2,5,88.99,2.83,497.46,1
3,2,242.61,4.7,331.54,0
5,2,251.4,0.25,115.03,1
8,3,446.77,41.28,363.53,1
6,5,300.24,4.02,98.03,0
3,3,145.13,5.02,139.91,0
10,1,288.89,36.02,103.36,0
1,4,51.97,1.74,286.72,0
1,3,62.35,1.72,11.68,0
6,5,311.34,9.37,43.83,0
2,3,152.92,2.46,104.05,0
1,3,31.17,3.68,0.7,0
2,3,180.98,1.83,120.18,0
3,3,171.19,6.08,13.25,0
5,4,234.9,0.79,131.44,0
4,1,319.08,35.06,500.41,1
2,2,137.25,2.81,34.64,0
4,2,203.94,2.14,10.45,0
7,3,284.66,31.02,2228.33,1
5,2,183.21,14.04,52.23,0
3,2,218.06,11.5,580.64,0
9,4,422.07,18.14,26.27,1
5,0,338.61,8.06,12.87,1
1,4,56.64,3.94,90.35,0
1,4,28.91,0.14,105.05,0
2,3,106.14,3.14,46.61,0
5,0,257.19,5.05,579.07,1
2,2,66.55,0.61,426.23,0
4,5,252.16,14.78,932.89,0
1,4,78.44,5.86,85.59,0
7,5,392.07,11.7,10.57,0
3,5,110.26,0.67,1810.91,0
6,1,571.04,8.54,108.75,0
7,3,521.21,57.9,519.29,0
1,4,54.62,6.61,2418.42,0
3,2,209.49,0.28,304.39,0
1,3,58.52,4.3,16.28,0
6,2,372.67,2.16,141.43,1
4,0,401.9,1.85,110.74,1
1,1,75.28,0.1,212.51,0
1,0,115.87,2.25,459.03,0
3,3,140.38,4.94,565.21,0
7,3,318.7,0.58,141.57,0
5,2,369.43,6.05,52.76,0
6,4,228.97,3.77,3.27,0
3,4,99.78,8.44,313.66,0
1,2,43.41,1.11,289.12,0
8,1,507.8,50.52,135.06,1
1,2,46.4,4.26,365.43,0
7,3,408.84,12.19,584.97,0
3,3,128.11,11.97,5.59,0
1,3,47.21,0.43,11.79,1
5,2,175.55,1.81,124.25,1
9,3,330.21,7.21,2.9,1
8,5,349.14,1.17,412.8,0
2,3,183.08,13.79,71.05,0
2,3,101.02,12.04,20.28,1
4,1,273.62,6.18,343.7,0
4,1,276.09,4.03,112.53,0
5,3,189.59,0.31,1.82,1
2,3,93.38,0.0,230.18,0
7,3,374.2,12.85,126.93,0
4,2,238.77,4.57,169.79,0
6,4,421.38,10.64,20.23,1
4,2,202.64,0.69,265.94,1
3,3,94.16,9.39,2689.94,0
8,5,278.06,20.8,1.3,1
4,3,299.12,21.19,3.5,0
6,2,350.1,20.28,302.32,1
7,4,327.22,5.65,161.78,0
4,3,200.78,27.84,87.55,0
4,4,214.29,6.48,120.95,0
1,4,47.02,1.81,2039.17,1
1,3,46.63,3.76,2649.24,0
2,3,135.92,2.74,14.65,0
2,2,140.21,13.86,494.81,0
2,3,136.81,3.58,13.13,0
3,3,181.11,16.97,43.73,0
3,3,255.51,20.18,74.75,0
3,3,208.06,15.4,11.46,1
1,4,43.96,1.01,510.38,1
1,1,61.35,2.48,52.26,1
4,1,142.63,6.13,66.28,0
4,2,237.45,4.96,14.86,0
3,4,141.84,9.49,44.96,1
4,1,115.14,0.02,138.14,0
6,2,392.65,8.49,60.65,0
3,2,96.45,7.27,114.24,0
4,3,159.6,5.16,164.9,0
7,3,522.2,35.2,33.44,0
6,2,494.3,1.55,8.8,1
3,3,222.75,17.98,2715.04,0
4,3,180.32,5.16,464.81,0
2,4,132.69,5.84,56.18,0
4,2,116.43,3.66,1801.66,0
9,3,367.65,36.91,41.58,0
4,0,151.58,3.64,331.58,0
7,4,339.29,7.91,1.18,1
3,3,171.69,1.9,25.55,0
10,3,579.88,1.14,576.83,0
4,2,341.09,14.73,26.31,0
1,4,81.63,0.0,589.47,1
4,1,198.21,20.39,122.09,0
2,4,185.8,14.22,2139.72,0
1,4,71.79,5.9,123.73,0
6,4,280.26,1.37,11.38,0
2,4,93.72,9.28,14.8,0
5,1,430.57,6.86,71.5,0
2,5,99.54,7.96,1142.18,0
2,4,108.54,10.8,351.05,0
8,3,349.47,1.04,230.45,0
3,3,136.82,0.63,38.61,0
4,4,275.64,8.19,304.72,0
4,4,209.75,3.74,12.78,1
4,2,349.52,1.35,6.68,0
7,3,257.94,1.22,2169.68,0
4,4,156.66,19.69,148.65,0
3,4,117.67,10.41,6.86,0
6,3,263.48,6.2,105.34,0
2,3,74.76,6.05,2.76,1
4,5,245.97,13.25,226.94,0
7,3,352.95,12.71,173.95,0
4,4,212.67,6.97,32.34,0
5,3,403.46,13.18,2502.52,0
4,2,312.62,3.67,230.9,0
6,3,245.93,27.45,216.62,0
7,4,521.7,2.23,2.09,1
2,5,107.38,8.53,376.95,0
2,2,101.48,10.19,122.24,0
3,4,182.41,1.24,8.25,0
5,3,291.6,22.94,2754.87,0
2,1,123.78,3.05,427.91,0
1,4,58.47,7.09,253.43,0
3,2,138.2,10.27,101.28,0
8,4,444.86,26.88,23.3,0
5,2,299.43,13.08,27.11,0
3,3,103.46,2.76,38.88,1
2,2,117.33,10.08,36.12,0
3,2,139.15,13.95,58.95,0
2,1,144.41,5.12,1836.23,0
1,3,41.67,0.0,1.35,0
6,3,326.28,1.87,204.34,0
10,1,261.1,18.62,456.06,0
2,2,113.72,8.75,40.86,0
1,3,41.71,0.85,4.94,0
3,4,208.84,3.32,9.24,0
3,4,96.69,2.12,61.55,0
2,3,95.17,9.24,2387.21,1
3,3,167.06,9.42,428.58,0
2,5,72.61,2.25,1220.0,0
5,5,268.63,26.04,586.95,1
5,2,506.77,7.04,149.97,1
4,3,208.27,0.89,1087.55,1
3,4,190.55,16.23,49.39,1
6,4,250.14,4.53,8.92,0
8,3,268.25,1.05,25.06,0
2,3,114.53,0.83,1208.13,0
2,3,80.52,3.01,590.33,0
4,4,144.83,9.67,46.68,0
1,2,55.66,5.96,356.68,0
3,3,217.58,18.78,497.5,0
4,3,231.16,4.84,501.01,0
4,4,141.75,2.53,98.5,0
3,3,196.46,5.33,58.6,0
4,3,199.28,0.0,83.03,0
7,2,405.05,7.32,333.74,1
2,4,104.74,4.19,562.44,1
4,4,275.65,15.63,18.62,0
1,4,71.82,5.68,355.93,0
1,1,36.74,0.59,99.1,0
4,3,215.2,16.03,19.3,1
1,2,51.87,4.41,281.33,0
1,3,57.32,0.6,42.78,1
2,2,77.2,1.78,2047.62,0
4,4,204.46,3.32,5.92,0
5,1,176.01,13.9,46.93,0
2,3,122.11,3.25,83.18,0
4,2,282.47,5.88,6.54,0
2,3,114.44,0.52,80.35,0
4,3,140.45,3.59,73.39,0
3,3,165.57,4.09,1.38,1
4,2,222.81,3.58,21.47,1
10,0,460.57,27.36,19.74,0
7,3,222.4,0.56,587.24,0
1,4,26.54,1.32,428.49,0
6,4,213.27,8.23,87.17,0
1,4,61.16,5.61,76.73,0
7,4,366.64,16.01,2891.21,0
2,3,122.15,9.22,99.98,0
3,3,214.69,14.75,217.59,0
1,3,93.97,0.19,4.13,0
1,4,62.82,1.15,151.21,0
5,3,163.02,19.65,483.46,0
7,4,360.11,23.57,142.42,0
4,0,207.13,21.45,100.22,0
5,3,246.42,6.96,12.62,0
5,4,187.31,5.95,10.09,0
2,2,78.53,6.64,566.29,0
1,0,45.7,4.07,147.03,0
1,4,70.85,2.19,114.09,0
3,2,118.09,10.75,18.09,0
2,3,57.48,0.34,89.52,0
1,3,65.13,1.28,169.54,0
2,1,126.1,10.34,25.3,0
2,1,107.71,3.32,117.38,0
7,5,347.44,12.57,83.26,0
2,2,66.63,1.75,217.44,0
4,2,210.27,13.32,1635.81,0
4,1,283.51,1.52,2.23,0
4,2,250.8,28.24,61.08,0
1,3,40.99,0.21,0.9,0
3,3,251.39,14.68,359.07,0
1,3,40.39,1.23,6.45,0
3,3,137.62,3.85,8.19,0
2,3,94.61,2.38,528.9,0
4,3,196.49,5.56,30.88,0
5,4,337.47,6.77,12.51,0
4,4,228.69,5.94,1.23,1
3,3,172.73,19.88,97.5,0
3,1,206.4,18.29,14.76,1
6,3,430.04,33.55,442.34,0
2,3,78.09,3.37,45.03,0
5,1,187.4,5.15,45.3,1
5,0,255.7,0.3,74.46,0
3,5,139.83,0.88,514.95,0
2,4,121.63,3.77,519.85,1
3,2,218.24,4.71,68.79,1
1,3,79.14,4.4,76.05,1
1,2,66.39,1.72,447.23,0
1,0,45.56,0.12,231.87,0
2,3,123.35,7.15,72.19,1
4,3,252.06,0.76,398.95,0
6,5,181.1,17.85,78.47,0
2,4,147.51,2.92,1118.29,0
7,2,375.69,34.86,575.92,0
7,2,358.59,28.63,1709.33,0
7,3,324.84,10.59,16.01,0
6,2,190.44,2.04,3.15,0
3,4,116.16,13.12,76.86,1
1,2,35.74,3.7,531.49,0
4,2,184.82,5.41,295.63,0
4,3,105.1,3.78,2060.81,1
6,2,363.93,10.96,8.82,0
10,3,330.44,0.72,50.94,0
4,5,264.23,19.05,90.11,0
3,3,221.13,2.44,2.73,1
2,4,77.05,11.87,1357.23,0
1,3,51.29,7.64,93.35,0
4,3,114.1,11.55,80.95,1
4,2,185.12,0.53,136.66,1
6,3,482.31,40.71,82.24,0
4,3,176.33,14.92,5.09,0
7,3,284.74,0.69,138.6,1
4,1,111.89,0.62,1864.95,0
6,3,300.36,8.03,27.24,0
2,4,168.9,0.95,17.44,0
6,2,215.41,17.19,47.65,0
4,4,255.08,8.91,21.34,0
2,4,158.26,14.76,15.25,0
2,2,72.35,0.72,118.97,0
7,3,427.5,26.97,11.61,0
1,4,83.64,0.55,120.63,1
3,3,252.15,6.59,10.71,0
3,4,173.84,5.46,110.75,0
4,2,171.55,3.74,323.88,1
6,1,339.71,41.82,1473.17,0
3,1,200.07,19.92,530.46,0
3,5,127.03,2.78,5.19,0
9,2,644.83,55.59,137.83,0
5,4,172.42,13.1,2397.84,1
6,2,293.13,9.39,28.1,1
3,1,221.08,6.5,1321.03,1
2,2,85.69,8.68,13.76,0
3,3,117.51,0.0,110.26,0
5,1,271.21,16.27,5.6,0
1,4,44.62,1.81,10.38,1
2,4,151.99,15.28,61.11,0
1,2,55.24,2.28,30.18,1
3,4,166.19,21.71,72.69,0
6,3,342.63,9.48,567.16,0
1,5,50.62,0.0,43.12,0
4,1,121.9,3.71,556.9,0
7,3,254.63,17.38,276.95,1
2,2,147.32,8.83,3.71,1
5,4,286.12,0.42,193.7,0
8,1,560.2,61.65,121.27,1
8,3,628.65,66.04,555.13,0
2,5,77.34,6.98,203.29,0
1,3,62.54,1.48,2.45,1
2,3,136.67,4.4,4.06,0
5,3,244.41,19.52,9.9,0
5,3,280.11,21.35,193.68,1
4,3,155.46,5.51,10.35,0
3,3,147.56,2.29,2794.8,0
2,5,87.63,2.59,9.43,0
4,1,225.21,22.26,14.07,0
3,2,64.27,6.63,349.4,0
5,2,167.4,0.24,39.99,0
3,3,271.4,6.16,414.02,0
3,0,252.21,5.08,116.09,0
2,4,99.44,1.64,441.63,0
2,3,95.79,2.06,14.0,0
2,4,87.32,2.72,6.77,0
1,3,30.37,3.55,2572.79,0
3,2,158.84,15.62,110.8,1
1,2,74.56,3.83,511.43,0
2,3,134.0,3.29,932.1,0
5,1,305.4,37.02,2.2,1
3,4,204.74,0.33,181.2,0
4,4,170.69,0.27,4.67,0
5,3,214.88,17.4,6.26,1
4,4,120.6,0.55,176.48,1
7,3,354.46,8.28,21.65,0
1,3,72.75,6.47,456.04,0
5,3,285.39,27.46,30.85,0
7,2,289.35,39.21,89.31,1
6,3,313.77,26.39,116.14,0
2,3,98.08,1.97,14.79,1
3,4,80.09,8.38,31.83,0
2,3,111.3,0.23,11.16,0
4,1,259.14,1.32,14.19,0
5,3,265.75,9.33,92.26,1
3,4,88.93,9.57,6.89,0
4,5,264.03,15.78,2914.18,0
5,1,322.82,0.84,368.13,0
3,4,76.31,3.32,9.28,0
6,3,242.59,30.61,2244.51,0
5,0,339.18,28.31,86.32,0
1,3,77.15,2.92,140.7,0
4,0,284.4,6.2,10.71,0
2,4,198.57,11.87,50.24,1
4,4,289.38,23.99,44.8,0
7,3,491.92,43.47,433.87,0
6,1,209.77,24.48,1308.35,0
3,4,90.56,7.09,254.14,1
2,4,82.06,6.16,476.43,0
2,4,113.27,3.33,0.75,1
4,3,254.63,0.7,63.91,0
1,3,85.16,6.96,194.32,0
4,1,279.49,10.16,2.3,1
1,1,55.16,2.04,405.73,0
3,1,196.48,4.3,830.47,0
2,3,116.31,17.43,1939.92,0
8,2,273.23,6.96,33.42,0
5,3,197.02,5.03,7.8,0
3,3,225.73,20.88,495.32,0
1,4,58.88,1.72,79.15,0
4,4,177.9,0.51,344.69,0
2,3,130.85,14.97,25.08,0
4,4,218.84,4.74,580.03,0
6,0,420.12,42.38,181.8,0
4,0,249.22,4.49,567.87,0
4,3,257.36,23.81,4.09,1
4,3,282.13,25.61,160.87,0
7,4,274.84,22.93,20.47,0
7,3,339.34,0.37,11.15,0
4,5,215.56,19.83,16.57,0
3,4,201.94,13.68,143.0,1
3,1,111.68,0.06,17.1,0
2,3,145.33,20.94,118.17,0
4,5,202.03,6.16,12.56,0
4,3,82.19,11.09,36.73,0
1,3,82.82,1.99,4.92,0
2,2,166.73,0.52,2789.44,0
3,3,131.27,4.35,9.55,0
6,4,277.76,21.95,289.77,0
4,1,171.52,0.14,17.02,0
5,4,306.48,30.94,224.78,0
3,4,156.22,12.94,26.38,0
4,4,281.39,27.82,135.91,0
3,4,85.42,0.02,68.89,0
4,1,293.57,0.39,401.2,0
1,3,54.31,0.0,2382.17,0
3,1,196.33,7.63,13.92,0
2,4,106.2,8.2,9.42,1
3,5,114.14,10.41,510.83,0
8,2,355.1,27.08,2328.39,1
2,3,100.84,0.51,7.48,0
3,2,208.16,1.12,99.25,0
4,3,203.27,3.1,134.43,0
6,3,262.56,5.12,560.18,0
3,4,112.64,2.81,23.74,0
5,2,448.7,70.31,3.24,0
6,2,352.2,43.19,29.09,0
3,2,287.46,8.91,149.54,0
3,1,161.7,1.39,130.83,0
3,3,150.18,0.71,424.87,1
6,2,379.09,10.75,9.24,0
1,3,40.97,1.75,336.34,0
3,3,177.57,2.66,55.92,0
4,3,379.79,37.42,28.41,0
4,4,145.09,14.03,88.61,0
3,4,121.89,0.85,84.43,0
4,2,194.86,22.25,373.04,0
2,2,78.31,7.37,254.18,0
3,4,182.68,11.75,31.38,0
4,3,315.03,11.24,49.65,1
6,3,414.28,41.25,1965.29,0
2,4,96.12,7.5,13.29,0
6,0,433.57,33.91,434.8,0
4,3,246.1,27.22,74.21,0
1,3,42.07,0.0,12.85,1
5,4,171.79,4.73,14.14,0
1,4,59.89,4.5,1354.21,1
10,3,277.44,7.06,3.64,0
6,4,327.37,10.25,20.36,1
2,0,97.71,1.56,140.7,0
2,2,103.18,9.92,483.61,0
3,0,222.58,0.14,270.87,0
3,2,130.23,0.22,5.9,1
3,4,122.11,13.19,419.02,0
3,0,164.02,7.33,62.62,0
4,3,219.95,3.84,41.55,0
2,3,90.42,1.75,112.23,0
6,2,225.08,1.39,2.42,1
5,3,302.3,27.62,875.11,0
3,3,170.61,0.1,115.52,0
6,4,310.44,8.04,147.34,0
2,4,133.3,18.19,2634.87,0
1,2,73.21,0.0,5.58,0
4,5,149.96,9.79,53.97,0
3,1,125.42,7.16,4.68,1
4,3,250.5,5.95,1462.66,0
6,5,334.95,28.74,6.69,0
8,2,353.1,1.21,1539.94,0
4,2,223.72,13.64,2.01,1
5,3,413.23,12.98,114.69,0
1,4,53.51,4.27,136.89,0
2,2,106.59,2.35,2718.8,1
5,4,296.16,9.29,12.79,0
3,2,262.88,1.49,130.04,0
3,4,185.92,27.23,126.25,0
3,2,138.85,1.97,84.2,0
4,3,213.71,0.29,4.8,0
2,3,108.3,9.3,8.59,0
4,2,203.35,3.4,46.7,0
2,3,127.29,0.0,147.79,0
1,3,100.42,6.43,1426.56,1
3,4,174.51,4.37,622.79,0
2,4,109.03,3.54,543.65,0
6,3,299.42,6.46,68.44,0
1,2,66.26,5.45,10.91,0
2,4,74.89,6.05,47.04,0
4,4,182.34,0.57,1.07,1
3,3,267.88,23.06,158.04,0
1,3,61.36,0.19,125.93,1
1,3,75.63,4.85,146.73,1
9,2,509.36,9.43,65.03,0
4,2,169.02,6.04,418.87,0
3,3,197.2,3.7,466.41,0
3,4,128.25,3.99,117.44,0
2,4,119.06,3.67,468.52,0
3,0,165.66,2.58,14.61,0
4,3,343.31,21.66,49.75,0
6,2,331.14,1.82,51.22,0
2,3,119.76,13.46,2263.4,0
6,2,194.21,20.44,2200.2,0
2,3,103.2,0.05,507.18,1
2,3,152.35,12.1,518.91,0
1,4,52.44,0.1,525.03,0
2,2,93.05,0.11,60.14,0
7,1,461.47,1.45,1546.74,0
3,2,284.37,5.8,86.22,1
1,3,58.86,4.58,41.95,0
7,1,333.73,25.34,135.85,0
6,2,240.64,20.56,128.81,1
5,5,279.59,6.29,1653.39,0
7,3,239.1,26.45,88.16,0
2,3,142.91,2.19,310.31,0
6,0,363.15,24.1,113.66,0
5,3,317.28,0.85,421.16,0
6,2,503.97,17.35,137.57,0
5,3,335.77,11.65,92.22,0
3,3,95.99,0.33,112.2,0
5,5,315.54,3.7,2319.23,0
2,2,84.95,1.79,1499.67,0
3,3,215.66,3.87,474.76,0
1,3,53.16,0.28,45.83,0
7,3,314.56,0.42,66.53,0
2,1,121.33,3.97,88.02,0
4,3,247.77,20.51,12.05,1
3,2,128.48,0.0,87.06,0
7,3,179.12,14.93,1010.81,0
3,3,104.44,2.28,64.98,0
5,3,236.24,20.6,351.68,0
6,3,273.13,20.04,363.57,1
3,2,182.08,0.07,134.9,1
3,3,145.85,2.38,6.45,0
5,1,132.45,0.16,447.69,0
7,2,436.47,0.98,87.26,0
5,4,327.97,30.98,2791.77,0
2,4,147.49,9.62,176.3,1
6,3,273.02,4.44,1833.19,0
3,3,206.54,5.98,9.65,0
4,4,216.94,4.91,139.52,0
6,2,386.75,6.77,424.05,1
2,3,124.08,3.53,2340.58,1
5,1,270.07,5.33,1.81,1
4,4,175.54,5.48,348.94,0
6,3,252.93,5.76,102.3,0
2,4,146.36,1.03,36.38,0
3,4,170.04,3.92,310.39,0
6,3,312.94,11.04,120.7,0
1,3,64.46,1.43,1.74,0
1,0,43.54,3.09,149.54,0
10,3,376.94,23.53,374.36,0
2,3,168.96,11.19,38.09,0
8,2,476.83,48.77,186.63,0
2,5,69.96,1.75,13.91,1
3,5,183.19,3.19,121.35,1
5,2,164.16,0.0,153.18,0
4,3,217.18,5.78,5.45,0
4,0,191.81,12.44,2102.85,0
4,3,152.27,2.82,131.5,0
6,3,303.57,1.55,84.31,0
2,4,130.39,10.29,345.1,0
3,2,150.17,4.81,847.03,1
2,4,93.14,1.53,435.03,0
4,4,127.48,12.41,277.52,0
2,3,131.53,4.05,22.48,0
3,3,164.77,5.18,93.2,0
3,3,271.93,7.77,46.01,0
1,4,33.03,0.16,59.37,0
1,5,78.04,0.85,85.45,0
5,2,215.77,16.39,136.81,1
3,2,238.72,8.0,29.26,1
6,4,252.59,4.61,141.31,0
5,3,383.86,7.5,35.23,0
1,3,53.21,0.34,46.94,0
4,2,107.4,11.23,16.83,0
1,3,52.01,6.42,61.23,0
5,3,173.34,1.05,124.59,0
10,3,613.77,49.44,114.72,0
4,4,162.34,4.48,135.02,0
5,4,178.57,0.63,512.33,1
2,4,90.71,2.48,26.69,0
3,2,202.95,3.51,11.62,0
6,4,325.66,0.15,42.83,0
2,3,85.18,8.03,530.86,0
2,2,103.51,11.86,495.26,0
3,4,169.46,0.56,139.85,0
5,3,272.1,23.16,2897.41,1
3,3,138.24,4.29,24.69,1
7,4,659.76,22.51,4.1,0
1,3,45.98,0.28,56.51,0
3,4,232.51,23.57,510.07,0
5,1,380.78,27.51,30.68,0
2,4,154.05,10.85,608.03,1
4,2,199.15,1.15,7.71,0
2,2,131.8,3.8,52.77,0
1,2,51.05,3.23,374.74,0
2,2,92.2,2.83,17.56,0
7,4,297.98,4.8,108.91,0
4,3,245.58,8.28,10.65,0
5,2,244.84,23.31,87.44,1
3,2,173.74,15.35,1755.9,0
4,1,203.64,22.76,1.72,1
3,3,127.9,2.07,344.94,0
7,3,343.1,10.52,339.93,0
5,2,146.38,12.19,295.34,0
5,4,214.36,23.0,23.85,0
1,4,73.77,1.97,114.87,1
4,1,242.23,7.34,86.78,0
3,2,184.32,19.68,68.18,0
7,4,534.74,0.82,201.05,0
2,4,103.84,2.59,9.83,0
2,1,154.41,5.5,86.71,1
3,4,166.6,4.37,21.72,0
2,1,82.78,6.27,77.5,0
2,3,90.42,8.44,2252.39,0
6,0,274.26,3.46,74.18,0
4,4,179.27,7.17,81.42,0
6,3,248.65,5.14,25.12,0
6,3,352.28,11.34,19.61,0
2,2,149.89,2.91,5.96,0
4,2,263.84,15.63,54.44,0
1,4,65.64,2.39,6.97,1
7,5,498.72,9.96,152.29,0
3,5,146.16,0.21,125.7,0
3,4,141.21,0.0,37.89,0
3,4,122.24,13.6,138.64,0
3,5,178.76,13.11,252.25,0
2,1,108.24,3.69,2140.68,0
3,2,200.67,15.9,311.99,0
5,1,170.95,4.0,429.65,0
6,3,283.96,6.84,576.22,1
3,5,101.72,0.91,62.59,0
3,3,200.94,3.68,178.5,0
6,3,404.9,7.96,1675.56,0
1,4,53.79,4.15,2906.09,0
6,4,373.42,42.12,301.02,0
2,3,126.4,1.67,39.59,1
4,4,133.54,1.87,368.74,0
4,2,242.91,4.28,372.38,0
4,3,257.52,11.16,42.01,1
6,3,340.71,15.11,138.13,0
1,2,50.77,1.77,446.76,0
3,2,131.51,13.53,452.41,0
4,4,197.32,3.85,113.83,0
5,3,249.79,1.03,59.79,0
2,3,96.02,1.7,44.66,0
5,2,169.33,5.55,13.9,0
3,5,136.82,10.28,35.31,0
2,3,95.17,0.13,291.21,1
5,0,272.79,5.53,407.21,0
1,2,62.11,0.12,3.72,0
4,5,225.76,0.62,582.26,0
1,5,31.7,1.93,51.51,0
3,3,140.69,14.68,417.89,0
4,3,194.07,5.9,326.72,0
4,4,218.86,4.77,156.89,1
3,3,189.86,12.4,366.03,0
3,4,181.77,15.63,294.27,0
2,3,92.9,7.0,213.06,0
3,5,245.35,0.26,94.46,1
7,3,513.28,44.13,130.58,0
6,3,393.02,5.58,431.6,0
2,1,82.28,0.43,25.29,0
1,3,54.26,0.03,105.32,0
7,4,371.55,67.98,38.39,1
4,3,300.39,5.34,456.92,0
4,3,264.65,7.61,217.25,0
5,3,276.3,31.21,79.35,0
3,5,100.71,0.24,0.75,0
3,3,168.17,4.24,1.3,1
8,2,502.4,41.12,145.01,0
4,0,296.88,26.66,2894.06,1
2,4,95.76,6.34,113.12,1
2,3,165.84,5.2,14.38,0
2,0,99.07,8.33,11.01,0
5,3,267.21,5.7,467.2,0
2,4,124.32,4.17,137.1,0
1,5,91.67,0.97,457.09,0
7,1,168.66,18.84,92.9,0
2,2,94.59,0.33,411.34,1
1,0,50.0,1.17,71.3,0
2,4,179.09,3.0,32.08,0
2,1,133.43,14.69,75.94,0
3,1,196.03,6.14,49.86,0
7,2,526.88,41.35,109.22,0
6,4,222.31,7.8,125.64,1
