total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,remaining_units,leak_detected
2,3,132.87,0.41,335.7,0
4,1,196.76,5.91,493.53,1
7,3,322.06,6.98,95.2,0
3,3,225.84,14.74,370.75,1
6,3,320.29,39.33,8.22,0
3,4,136.92,3.34,1.82,1
5,2,194.41,14.64,60.37,0
5,3,180.85,16.94,179.79,0
2,3,71.33,0.0,130.36,1
3,1,158.94,2.56,411.6,0
4,4,213.49,0.3,10.29,1
1,3,58.41,1.19,1317.18,1
3,0,160.88,0.42,103.46,0
4,2,167.31,0.0,249.09,1
10,2,493.99,6.74,351.81,1
3,4,182.01,3.48,137.47,0
5,4,410.57,37.16,128.36,0
3,3,195.4,22.19,101.31,0
5,2,259.6,5.54,1.67,1
4,3,236.62,7.21,9.21,1
6,4,259.74,30.51,1208.88,0
3,3,168.19,5.54,1054.86,0
4,1,241.01,1.04,109.01,1
4,0,238.32,15.29,79.43,1
3,2,209.46,23.47,9.76,0
2,2,89.17,3.21,1726.59,0
1,4,77.34,5.1,2189.64,0
1,2,56.28,0.6,561.98,1
6,4,238.78,0.0,116.33,1
2,3,124.79,15.49,33.25,1
2,3,77.04,2.32,46.65,1
5,3,341.27,25.13,449.04,0
3,2,244.99,16.79,11.74,1
4,2,219.65,0.86,43.7,1
2,5,134.56,10.5,88.2,0
7,3,287.99,0.0,406.53,1
6,0,564.87,11.99,100.17,1
6,2,228.17,0.91,66.34,1
3,2,283.24,28.76,2.39,1
5,2,280.68,4.2,51.16,0
2,1,132.06,7.67,82.88,0
1,2,45.55,1.41,73.87,0
1,3,62.43,7.73,8.17,1
4,4,171.0,0.53,13.6,1
3,3,163.77,9.74,5.94,1
4,3,170.72,16.75,140.99,0
1,1,96.82,13.39,84.66,0
3,1,178.67,2.7,409.89,1
5,3,224.13,6.81,440.2,1
3,4,143.55,0.47,115.4,0
5,1,412.64,43.1,44.31,1
2,3,140.15,10.26,103.45,1
5,5,152.29,2.26,109.74,0
4,4,309.47,4.07,57.94,1
2,2,102.32,3.26,431.8,0
2,2,101.33,0.91,8.59,1
4,5,234.52,27.47,62.94,0
6,2,187.62,17.42,123.74,0
3,3,161.01,3.32,138.75,0
2,3,74.46,0.83,81.54,1
6,3,392.37,10.27,11.73,0
4,2,440.33,1.02,572.11,1
3,3,108.16,11.0,488.89,0
3,2,191.44,3.01,170.41,1
2,3,89.83,2.09,2289.48,1
4,3,267.48,24.34,2855.67,0
3,2,132.37,14.34,298.49,0
10,3,422.37,8.53,160.12,0
3,5,238.51,0.41,370.68,0
3,4,179.64,3.86,120.17,0
4,1,237.73,32.67,6.82,0
7,3,228.1,11.91,148.17,0
5,3,365.54,30.15,142.6,0
3,3,129.57,0.6,1517.19,1
5,4,185.92,0.0,265.62,0
4,5,117.21,2.39,2781.55,1
3,3,155.07,9.9,4.26,0
2,4,76.61,7.03,2279.37,1
3,1,148.22,0.35,77.73,0
2,4,84.27,2.91,144.13,0
7,4,327.77,9.62,45.39,0
3,3,181.06,5.35,326.25,1
7,4,375.06,6.31,0.67,1
4,3,138.46,4.41,97.59,1
4,3,272.27,26.23,2.14,1
4,5,124.09,1.16,2860.91,0
2,2,176.18,13.96,43.97,0
3,5,150.59,1.97,9.22,1
1,2,83.72,7.62,74.9,0
4,3,324.08,35.83,47.84,1
3,2,166.76,2.83,98.86,0
5,2,236.44,4.43,75.98,1
2,3,136.78,4.22,150.97,0
2,0,74.26,5.29,149.94,0
3,5,159.84,14.76,59.39,0
7,2,268.48,0.95,54.62,0
5,2,405.51,1.15,23.37,1
3,4,115.28,10.77,91.16,1
4,4,188.8,1.3,1363.6,1
1,3,82.3,0.0,554.71,1
9,2,404.22,39.65,134.72,1
4,4,260.91,7.0,81.03,0
2,3,58.61,0.11,29.87,0
4,5,105.21,2.38,49.97,0
1,3,67.05,2.57,759.0,0
8,4,518.24,7.71,116.85,0
2,4,76.54,0.0,131.63,0
4,3,284.68,7.84,14.1,1
2,3,107.55,2.56,1116.78,0
5,3,384.43,5.99,145.88,1
5,1,392.33,23.95,298.31,1
4,3,175.82,6.59,103.97,0
4,2,358.11,10.17,1.61,1
6,3,292.68,0.54,30.47,1
1,3,37.97,1.42,143.96,0
3,3,185.94,4.49,28.41,1
2,4,55.04,4.14,466.02,0
9,3,300.92,36.79,36.73,1
3,2,178.41,13.65,229.95,0
5,0,336.91,29.98,99.11,0
5,2,273.69,9.92,11.52,0
2,0,101.04,9.6,26.36,0
2,2,92.7,10.5,2263.23,0
2,3,95.12,13.02,195.12,0
3,2,79.88,5.84,211.34,0
2,1,209.05,0.0,2031.57,0
1,5,46.7,1.37,713.04,1
6,5,294.03,18.13,11.31,0
8,3,437.49,36.32,4.98,1
3,1,159.23,3.07,333.94,1
3,4,101.6,2.18,592.12,0
1,3,59.72,4.05,462.08,1
5,2,194.26,1.04,126.08,1
6,3,217.22,2.42,495.34,1
2,0,166.19,14.68,4.07,1
2,5,150.73,4.91,585.94,1
5,4,416.37,0.37,2873.85,1
4,2,185.04,11.67,1036.11,1
1,3,55.75,0.0,69.79,0
4,3,252.52,0.52,524.35,1
3,4,214.15,2.89,505.8,0
3,3,104.12,9.8,223.59,0
5,1,199.88,5.57,5.09,0
5,2,216.99,8.03,277.3,0
3,2,188.43,13.01,14.49,1
7,5,248.29,5.65,1227.02,0
3,4,173.56,0.0,1534.32,0
5,2,160.42,4.01,32.84,0
3,0,122.2,3.93,252.65,0
6,3,264.95,27.93,2789.04,0
6,4,442.15,9.83,11.1,0
1,2,49.8,0.2,44.82,0
7,3,294.26,13.88,11.62,0
6,2,259.75,3.0,95.53,0
5,2,179.81,5.12,80.28,0
2,4,156.85,10.17,51.28,0
5,3,280.64,22.81,592.45,1
6,3,282.79,18.15,306.76,0
2,4,133.45,2.45,65.78,0
7,4,611.53,20.62,1872.68,0
1,2,43.04,1.62,62.51,0
2,3,104.33,2.19,16.85,1
4,4,309.34,9.43,47.03,1
4,3,132.15,3.96,107.66,1
4,3,352.98,1.53,146.08,1
1,2,69.76,7.67,1435.97,1
8,1,563.63,42.9,85.37,0
1,2,52.14,0.0,1925.2,1
2,3,76.15,1.98,123.41,0
1,3,56.5,4.2,1.57,1
4,4,158.98,0.03,20.12,0
7,3,282.76,7.76,155.3,0
4,3,225.89,6.06,326.41,1
6,3,279.17,8.51,14.61,0
1,3,55.15,2.81,467.97,1
4,4,233.95,32.21,386.82,1
3,4,109.58,11.01,8.73,0
3,3,237.9,24.09,289.25,0
1,1,46.69,0.42,163.92,0
5,5,106.7,3.87,91.71,0
4,3,319.64,3.8,10.14,0
5,3,239.48,17.22,48.02,0
3,4,154.84,2.44,583.51,0
2,3,76.25,5.94,129.01,1
4,3,219.12,6.08,117.46,0
2,5,43.81,3.49,2643.75,0
6,4,258.87,19.53,10.41,0
4,4,206.48,20.53,11.1,1
2,3,104.0,4.16,120.96,1
8,4,311.53,3.77,140.61,0
4,4,125.26,3.01,53.75,1
1,4,47.08,0.53,373.32,1
4,1,165.3,0.0,518.31,0
2,3,134.36,10.42,4.97,1
5,2,339.05,0.64,492.03,1
5,3,286.61,7.62,5.82,1
8,3,605.67,21.23,3.05,1
4,1,307.94,35.31,506.06,0
3,3,118.16,3.72,145.49,0
5,3,299.07,10.7,420.24,0
2,4,88.72,0.7,280.04,1
4,3,235.51,6.93,174.44,0
4,3,206.66,0.58,2194.45,1
1,3,64.17,8.68,108.36,1
3,3,158.34,0.07,347.26,1
6,5,365.87,8.75,187.84,0
6,3,205.7,25.48,119.25,0
1,3,66.95,0.04,512.32,0
1,2,69.24,1.63,1531.8,0
2,4,89.24,6.53,139.67,0
6,4,321.48,0.96,9.91,1
2,4,107.62,1.4,38.1,0
5,1,410.03,9.75,2057.26,1
1,5,43.75,0.02,154.49,1
4,5,263.2,0.0,102.33,0
3,3,119.19,12.67,38.61,0
5,3,445.91,32.22,243.27,0
2,4,98.68,10.47,36.75,0
4,3,190.71,6.73,0.74,1
2,3,103.57,3.67,51.06,0
5,3,215.98,22.38,61.88,0
6,3,349.07,9.58,1454.33,1
2,3,65.12,0.0,68.04,0
6,3,232.84,15.31,519.74,0
4,3,280.41,0.32,1476.2,1
2,4,70.72,0.0,35.34,1
3,4,159.71,11.73,392.54,0
2,4,142.84,12.93,30.2,0
5,3,136.53,12.01,108.0,0
5,4,159.61,5.4,84.26,0
1,3,31.41,0.49,50.06,0
4,3,127.24,9.08,2479.06,0
5,3,213.17,6.93,69.47,1
7,2,296.22,30.78,270.09,0
4,3,329.28,23.6,3.35,1
7,4,441.01,15.11,96.38,0
4,4,342.25,2.31,337.53,0
3,2,221.06,0.0,3.32,1
6,3,339.5,1.54,232.82,0
3,3,139.33,2.69,415.74,1
3,3,132.89,0.0,350.43,0
3,5,124.2,9.94,24.39,0
6,3,332.79,10.13,44.68,0
6,4,332.57,1.43,527.23,1
3,3,260.64,20.35,80.02,0
3,1,98.34,3.16,52.81,0
3,3,184.52,4.27,53.17,0
4,3,307.86,2.29,566.25,1
2,4,120.06,9.95,172.13,0
5,1,269.78,1.41,154.64,1
3,2,284.49,4.73,1691.56,1
3,4,199.96,2.93,10.37,0
1,3,74.68,1.47,12.61,0
2,4,61.06,0.58,120.75,0
7,3,263.34,23.91,121.93,0
3,0,246.53,24.0,0.82,1
2,3,100.74,10.28,66.01,0
3,3,157.88,14.25,13.29,1
3,2,150.37,1.0,100.5,1
1,0,74.08,5.87,117.48,1
3,2,160.72,3.79,54.99,1
4,2,220.22,5.89,1218.77,0
4,3,289.18,9.57,251.79,1
3,4,97.26,7.24,252.49,0
3,2,206.34,5.23,130.38,0
8,3,324.09,15.42,257.51,1
3,4,269.35,22.8,25.57,0
2,3,137.14,7.3,2096.08,0
2,4,86.88,2.5,166.29,0
3,2,186.48,4.89,105.65,0
5,1,448.34,0.13,9.44,0
2,3,96.73,9.16,19.22,1
5,3,235.12,22.79,10.59,1
1,3,38.02,0.37,105.94,1
3,5,206.78,0.88,97.64,1
5,3,332.21,12.02,39.28,1
3,3,84.31,0.67,367.54,0
4,4,280.4,34.45,58.55,0
2,2,131.46,2.63,366.56,0
5,4,340.94,1.57,9.26,1
1,3,39.66,0.71,2416.67,1
6,2,226.89,20.94,831.46,0
2,2,199.26,19.19,22.26,0
6,5,396.0,34.28,12.78,0
3,3,134.13,16.12,119.86,0
5,2,329.06,10.46,165.87,0
3,2,143.64,10.38,106.69,0
6,3,470.28,39.76,11.01,1
2,1,111.26,1.17,32.72,1
2,1,125.24,1.6,5.52,0
3,4,138.61,11.99,43.02,0
1,4,50.96,4.89,121.54,0
2,5,98.36,1.01,487.08,1
7,1,411.17,8.16,97.97,0
8,4,438.91,0.0,55.65,0
3,2,190.4,15.51,220.64,0
7,2,394.72,0.26,34.19,1
4,2,159.67,10.23,133.77,0
2,5,97.98,8.63,180.02,0
5,5,173.7,3.16,101.63,0
4,4,185.63,21.19,2736.99,0
9,1,545.97,62.57,134.79,0
2,4,77.51,0.86,575.02,0
4,3,169.64,3.4,9.34,1
1,2,46.63,5.69,130.09,0
1,2,50.27,0.0,141.29,0
1,3,42.57,0.88,97.79,0
10,4,362.1,28.35,421.46,0
5,4,175.56,6.25,434.4,0
5,3,146.7,14.99,148.42,0
4,3,249.11,0.3,137.36,0
3,3,137.02,11.36,18.51,0
2,4,100.04,0.0,256.11,1
2,2,95.98,8.47,84.39,1
3,4,164.61,4.43,41.75,0
5,3,167.51,3.7,91.46,0
4,3,282.55,1.25,2463.22,1
1,1,74.29,5.03,0.93,1
1,3,46.33,1.7,64.84,0
1,1,38.89,3.28,572.85,0
3,4,183.39,1.07,144.6,0
7,3,613.97,17.42,106.13,1
4,5,215.47,19.72,2364.15,1
5,2,366.73,1.66,12.3,1
3,3,151.58,2.98,11.42,0
3,5,153.53,6.3,144.71,1
1,2,68.42,2.32,437.68,0
6,1,266.09,29.19,114.44,1
5,3,277.58,29.31,400.45,0
2,3,155.36,2.98,3.56,1
4,2,183.06,6.47,98.51,0
3,5,191.5,14.66,30.92,1
4,4,155.69,12.76,237.28,1
7,3,630.0,21.09,758.77,0
4,1,172.05,5.56,145.79,1
4,2,178.65,3.09,990.87,0
1,2,57.06,5.04,460.63,0
1,3,67.61,1.32,550.5,0
2,3,74.34,8.19,504.43,0
1,0,54.24,2.06,13.28,1
5,5,175.51,15.96,299.89,0
5,3,241.52,0.91,185.48,1
2,0,229.0,21.24,51.97,1
6,3,486.94,16.02,87.58,1
2,1,124.71,0.35,1518.43,0
3,4,146.14,11.17,71.67,1
2,3,178.5,0.16,107.98,0
3,5,166.37,5.7,5.34,0
2,3,100.12,7.8,1497.48,0
3,2,161.36,1.81,93.7,0
3,1,173.88,1.13,12.38,1
9,1,557.61,73.38,416.04,1
1,4,65.46,0.07,372.81,1
2,3,127.55,2.97,257.05,1
1,5,27.61,2.45,95.74,1
4,2,272.2,7.81,2302.04,0
1,4,52.41,3.81,1.85,1
6,1,293.01,19.48,125.51,1
4,4,205.73,20.47,22.93,0
4,1,224.08,15.99,11.28,1
4,4,374.85,30.58,146.74,1
2,2,146.62,0.75,123.53,1
2,2,127.95,4.19,227.16,0
3,3,235.8,4.47,1899.5,0
4,4,237.29,4.65,486.0,0
2,4,82.59,3.01,49.28,0
1,2,64.17,1.14,7.63,0
8,3,523.56,2.65,121.24,1
1,2,75.43,8.58,731.43,0
5,4,247.9,23.54,8.84,1
5,1,265.89,22.2,234.45,1
2,4,112.11,1.97,76.55,0
2,3,103.14,8.54,385.53,1
2,3,136.38,5.28,9.78,0
5,4,337.02,1.24,2596.68,1
4,3,210.41,6.84,340.6,0
5,2,299.91,1.62,3.77,1
7,3,446.19,1.48,97.91,0
5,2,227.99,8.12,408.39,0
2,3,98.5,1.14,6.14,0
2,1,155.14,4.64,33.09,0
6,3,252.14,16.16,20.45,0
2,2,78.75,1.77,88.09,1
1,4,38.97,0.15,78.38,1
5,3,267.45,9.29,218.03,1
3,4,192.22,3.97,3.64,1
7,1,270.68,31.31,133.12,0
4,4,180.07,0.38,572.66,0
1,4,40.77,1.64,148.06,1
7,1,334.56,11.62,57.97,1
2,5,106.18,3.32,14.47,0
3,2,309.31,0.45,21.44,0
3,2,168.41,0.44,109.76,0
1,3,60.75,1.97,427.38,0
3,0,126.38,0.69,376.62,0
2,4,91.93,0.56,395.8,0
3,2,149.84,5.01,103.85,0
3,3,61.02,0.31,174.49,1
5,3,239.52,0.42,911.6,0
5,4,259.41,18.01,11.46,1
2,2,100.93,1.73,463.9,1
3,3,111.24,10.53,7.34,1
3,1,206.34,20.47,1353.63,1
2,3,120.79,0.0,47.66,0
5,4,445.11,11.17,122.82,0
5,1,381.18,2.34,5.94,1
2,1,84.9,0.1,18.75,0
3,3,127.23,0.7,135.88,1
1,1,52.74,0.68,71.45,1
4,2,180.79,4.7,6.29,1
2,2,123.89,0.32,142.4,0
9,3,553.42,9.23,46.5,0
5,2,270.33,5.71,93.73,0
3,3,215.89,17.22,12.03,0
4,3,117.61,7.21,399.92,0
7,4,180.83,4.11,65.31,0
4,5,236.19,0.78,134.74,1
2,3,118.33,11.35,141.97,1
3,3,192.53,17.89,117.75,0
6,2,279.28,9.76,140.58,0
4,3,293.3,30.02,137.13,0
4,5,279.75,26.0,117.13,1
6,4,313.07,22.55,43.37,0
6,2,258.06,20.78,2664.23,0
7,4,366.38,33.92,236.4,1
1,4,63.18,1.11,51.82,1
4,2,282.61,2.27,88.88,1
5,3,260.18,36.3,23.56,0
5,2,305.03,1.59,100.8,1
4,3,182.21,15.95,52.34,1
2,2,91.1,8.36,1612.78,0
5,1,239.7,2.32,13.75,0
5,4,353.88,25.46,64.53,0
1,4,76.7,9.03,0.72,1
3,2,153.0,0.33,48.34,0
2,2,83.49,6.59,1054.34,1
3,3,142.12,4.58,526.24,0
1,4,32.73,3.98,6.65,0
3,1,160.27,15.31,392.8,1
4,4,165.34,5.2,463.04,0
4,4,337.24,8.93,47.23,1
4,3,159.42,11.46,48.78,1
6,1,286.72,4.58,0.7,1
2,2,101.28,3.4,6.75,0
2,1,179.64,14.07,120.38,0
6,2,510.32,11.37,82.08,0
2,4,60.57,3.92,49.98,0
8,1,334.45,11.48,357.52,1
6,2,229.63,33.63,10.31,1
4,3,328.11,4.07,12.67,0
9,4,336.4,52.71,1531.84,0
1,2,64.19,0.77,235.49,0
3,4,181.95,17.88,348.87,0
4,3,250.37,0.12,565.77,0
3,3,87.01,8.97,11.81,1
7,4,325.96,32.61,542.64,0
1,0,75.13,2.85,63.19,1
4,3,176.93,0.0,179.3,0
4,4,204.93,21.09,9.21,1
4,4,208.39,7.5,130.3,0
2,2,103.64,10.59,17.23,0
3,3,200.82,19.01,139.23,0
6,1,497.24,30.15,392.47,0
2,4,158.76,1.3,38.28,1
6,4,274.2,27.19,310.25,0
4,3,223.99,8.41,24.03,0
5,0,294.2,24.51,32.77,0
5,1,222.42,16.96,84.5,1
2,3,148.75,4.86,2079.71,0
4,5,129.36,0.49,5.65,0
6,4,437.1,7.1,26.12,0
3,4,214.62,15.62,3.08,1
8,3,468.47,13.12,828.77,0
3,5,171.82,7.19,17.92,1
2,4,97.21,6.78,137.54,0
3,2,135.26,16.68,86.99,1
7,4,495.78,7.86,81.24,1
3,3,198.06,5.76,13.72,0
6,3,353.59,8.3,2340.35,1
6,5,360.28,0.83,214.83,1
3,2,207.2,0.0,129.27,0
1,4,86.11,7.54,1543.8,0
5,3,363.17,1.3,149.74,1
3,5,158.22,4.55,4.38,1
5,2,347.3,10.15,178.32,1
3,3,184.07,6.06,338.68,0
3,0,205.3,19.15,33.98,1
5,2,404.48,39.2,131.72,0
3,2,152.89,8.86,50.51,0
3,3,194.86,4.3,4.82,1
3,5,157.33,5.77,182.21,0
3,1,192.13,5.44,2856.8,0
4,2,231.0,7.68,42.36,0
5,2,305.08,33.03,409.22,0
3,3,113.08,8.72,64.02,0
4,1,175.86,10.79,2169.35,0
4,5,214.4,18.47,7.45,0
2,3,84.77,1.07,12.96,0
2,4,74.02,0.0,354.34,0
7,4,324.2,43.12,112.7,1
5,3,226.73,16.66,36.39,0
4,4,185.88,5.03,185.04,1
4,4,208.77,0.34,432.87,0
1,2,39.63,0.31,164.56,1
4,4,173.7,18.1,445.99,1
4,3,262.73,6.29,11.86,0
4,2,188.76,19.49,211.14,0
3,3,173.64,22.96,1165.83,1
1,2,30.73,0.87,18.66,1
2,3,92.03,7.95,123.23,0
7,4,362.15,8.29,17.77,0
3,0,236.18,0.36,332.52,1
3,2,198.49,13.76,137.5,0
1,5,47.66,0.0,1399.37,0
1,3,53.91,2.59,15.34,0
5,2,473.41,29.16,67.44,0
4,4,266.81,19.11,39.17,0
4,4,242.58,17.35,14.78,0
2,1,131.87,18.41,60.74,0
5,3,164.76,20.9,290.7,0
2,4,111.56,2.74,82.04,0
2,2,124.8,8.99,10.24,0
3,3,119.83,2.12,13.99,1
2,2,100.42,2.13,147.62,0
2,4,149.69,13.7,365.66,1
4,2,136.65,3.1,131.13,1
4,3,272.21,8.06,136.1,0
6,0,511.06,46.59,75.99,1
3,2,163.14,3.2,11.51,1
1,2,51.92,4.92,3.72,1
2,2,144.29,14.91,65.64,0
9,4,466.19,13.24,210.93,1
4,4,222.22,4.31,566.68,0
5,4,200.6,15.91,809.29,0
1,3,45.45,0.21,124.48,0
4,2,193.11,6.86,1477.38,0
1,2,82.11,0.0,14.75,1
4,2,215.12,17.85,327.83,1
7,4,307.75,4.72,118.63,1
8,2,501.93,6.79,138.23,0
4,5,219.02,0.73,86.81,1
3,4,229.7,0.31,5.46,0
7,5,419.23,12.77,9.72,0
4,3,218.54,20.94,393.84,1
1,3,62.67,6.35,546.2,0
3,2,104.45,3.02,151.5,1
2,3,101.83,0.0,107.84,0
3,5,92.74,5.88,81.42,0
3,0,221.69,20.94,67.37,0
4,2,364.79,6.45,63.15,0
3,2,143.51,12.96,74.01,0
2,5,115.64,9.12,234.94,0
4,2,199.59,7.19,125.15,0
6,4,214.01,17.73,463.97,1
4,2,128.01,15.97,5.1,1
3,4,156.72,4.93,1089.59,1
7,3,380.35,0.41,145.29,0
7,2,476.36,10.93,271.81,0
2,3,143.7,3.99,91.28,0
1,4,40.59,0.29,14.41,0
5,3,274.78,0.56,34.34,0
6,3,404.08,46.91,235.45,0
8,2,596.75,63.57,6.14,1
6,4,113.97,2.99,430.81,1
4,1,138.23,13.37,101.48,1
4,2,243.09,4.29,103.64,0
1,2,35.97,2.84,45.77,0
2,2,84.69,13.24,48.06,0
3,3,119.97,3.89,329.54,0
4,3,203.13,3.93,1.89,1
4,3,263.02,9.11,589.92,1
5,1,220.32,6.0,31.39,0
2,2,107.19,6.32,67.5,1
4,4,188.19,3.0,481.25,0
1,4,52.95,0.26,1497.77,0
3,2,191.41,5.22,2126.99,0
5,3,224.59,1.74,199.74,1
5,2,343.01,8.46,3.04,1
10,4,620.22,21.57,408.45,1
2,5,72.43,6.59,55.88,1
3,2,115.13,0.71,149.05,1
3,4,149.45,1.36,12.85,1
3,3,159.06,14.78,347.93,0
6,0,305.83,26.07,488.99,1
5,3,180.94,18.69,15.47,0
6,3,348.35,39.69,200.39,1
2,4,164.29,12.86,57.48,0
6,4,432.82,8.94,557.42,0
1,5,85.01,10.03,314.85,0
6,3,401.73,33.94,61.99,0
3,3,284.65,31.29,353.21,0
3,3,136.63,4.34,295.48,0
4,2,135.21,11.27,526.07,1
7,3,365.04,7.64,91.92,1
1,4,57.1,1.15,8.65,1
3,2,261.44,0.32,73.02,0
6,5,394.56,24.21,13.02,1
3,3,103.01,6.79,37.3,0
2,4,113.92,8.81,496.8,0
3,5,180.62,4.28,88.81,0
3,3,203.24,0.0,248.89,1
7,1,546.2,21.08,260.88,0
5,4,311.45,21.7,329.35,1
4,4,127.37,9.76,2.04,1
9,2,692.44,11.3,12.21,0
3,0,280.8,10.51,1.11,1
1,2,68.53,2.55,67.02,0
2,2,127.6,1.26,13.3,1
3,4,170.82,31.51,124.13,0
2,0,181.6,3.67,4.35,0
7,4,292.98,8.42,2228.41,0
5,4,284.73,0.0,5.34,1
2,4,119.44,0.9,351.64,1
4,1,214.16,6.33,122.19,1
5,3,161.96,16.71,43.55,1
7,5,232.18,21.91,2591.43,0
6,2,293.76,0.64,136.27,0
4,0,259.8,1.58,116.6,1
5,4,195.2,15.0,98.98,1
4,3,240.2,2.05,2.25,0
4,3,272.02,26.6,272.34,0
1,5,43.91,3.28,147.79,0
2,4,91.16,0.9,6.16,1
4,3,169.35,3.72,7.43,1
2,3,72.7,3.23,137.22,1
1,2,87.59,1.28,40.19,0
5,2,322.93,6.83,129.4,0
1,3,93.1,11.37,17.36,0
4,2,227.51,4.44,479.44,0
4,4,199.31,20.41,1.68,1
8,0,552.25,33.57,322.69,1
3,3,148.92,11.38,87.37,0
1,4,44.94,1.67,51.58,1
4,4,251.75,3.65,448.19,0
6,3,123.24,11.25,2299.8,1
10,3,656.62,82.58,97.12,0
3,4,84.45,2.81,382.92,0
3,2,186.63,6.58,2410.88,0
6,4,308.59,28.7,84.54,0
2,4,87.55,6.64,58.39,0
4,2,278.76,10.05,83.37,0
3,5,103.91,10.25,93.52,0
1,4,53.08,0.54,385.27,0
3,3,215.05,6.68,1.49,1
2,3,138.78,17.27,1.88,1
5,4,340.47,0.24,144.15,0
7,1,314.04,44.25,14.6,0
2,3,93.06,5.04,129.96,0
5,4,327.02,6.13,77.09,0
1,4,57.26,1.32,12.35,1
4,2,207.22,16.26,121.24,0
1,1,66.84,0.0,93.58,1
7,4,298.33,9.14,129.48,1
5,3,263.89,19.63,79.61,0
4,2,229.77,0.0,8.85,0
6,1,156.77,0.23,53.28,0
4,3,235.41,25.96,339.4,1
8,3,290.38,1.21,1363.71,1
5,4,307.03,6.86,255.63,0
7,0,432.66,8.19,555.15,0
4,4,238.14,0.0,30.47,0
1,4,47.2,3.0,357.46,0
4,3,268.94,22.58,33.79,0
2,1,141.44,3.87,8.93,0
4,5,279.54,1.83,373.12,1
3,1,180.21,0.97,468.07,1
4,3,202.11,1.37,270.11,1
1,3,88.38,3.83,38.65,0
2,4,113.03,0.2,43.63,0
3,3,77.61,0.0,82.13,0
7,3,254.33,4.47,485.19,0
3,4,209.6,5.91,2248.04,1
3,5,259.35,0.89,137.7,1
5,3,150.59,13.02,102.1,0
4,3,228.95,14.63,419.86,1
2,4,104.13,2.76,137.28,1
3,4,154.41,16.54,2362.65,0
2,2,135.84,13.19,14.68,0
8,3,490.4,1.28,21.83,1
2,2,138.61,0.37,1983.46,0
3,3,100.99,0.36,234.1,0
1,4,33.1,0.84,65.62,1
2,2,77.03,0.01,72.21,0
5,2,240.5,25.14,17.2,0
2,3,139.72,4.03,47.19,0
1,4,83.47,0.75,358.31,1
3,4,112.78,11.96,5.64,1
1,2,60.92,0.31,69.58,0
1,2,84.84,0.37,541.42,0
5,3,217.53,6.18,30.13,0
5,3,192.17,4.48,419.77,0
7,3,293.29,7.69,109.81,1
6,3,342.8,8.47,1957.79,0
5,3,299.12,3.96,650.98,0
1,3,67.0,2.84,33.05,1
5,4,310.94,7.33,235.64,0
6,4,385.77,12.58,34.97,1
5,2,286.17,0.33,477.31,0
4,3,280.95,24.06,1682.63,0
2,3,140.07,14.89,582.72,1
6,2,256.34,6.61,145.97,0
5,3,251.3,1.26,137.5,1
9,3,501.25,5.0,2011.5,1
2,4,88.1,1.1,419.68,0
2,1,185.33,14.11,46.23,1
2,2,119.66,8.46,77.15,0
5,0,251.69,0.25,2.6,0
2,4,157.42,0.44,108.6,0
1,4,57.18,3.35,134.76,0
10,3,557.4,1.61,79.05,1
1,3,59.4,1.51,16.31,0
6,1,252.08,20.12,57.91,1
3,3,165.11,2.43,57.75,0
6,3,270.49,8.61,143.38,0
4,0,235.44,0.73,2590.2,1
6,4,395.99,11.55,20.91,0
7,2,386.3,27.44,12.99,0
1,4,61.01,1.4,132.72,0
1,3,34.65,1.15,3.28,0
2,5,84.96,0.54,75.14,1
4,2,109.16,1.47,3.29,1
6,1,255.71,1.09,117.68,1
3,5,132.16,0.74,96.26,0
4,2,178.59,15.5,28.17,0
2,3,66.53,1.97,2.03,1
5,3,295.18,5.25,1823.49,0
8,3,462.99,51.46,508.48,1
2,3,128.73,11.42,78.61,1
3,3,192.94,0.0,2157.39,1
1,0,79.4,0.0,103.53,0
4,4,182.26,17.15,147.27,1
4,3,287.28,21.25,156.8,0
2,3,154.3,9.7,65.58,0
3,3,235.11,15.56,12.72,0
3,5,102.24,1.34,485.41,0
4,4,158.48,1.22,495.31,0
4,2,200.65,4.89,14.72,1
1,4,68.42,5.34,7.38,1
5,3,347.05,28.87,246.96,0
5,4,279.65,4.01,2432.92,1
3,0,164.69,13.5,370.16,0
1,3,59.41,0.0,131.41,1
5,3,155.82,12.87,407.8,0
7,4,418.73,28.74,438.29,1
2,2,114.11,8.27,9.33,1
3,2,208.87,0.0,525.9,0
2,4,73.19,0.0,980.56,1
4,1,261.32,0.51,186.85,1
2,2,139.29,3.84,111.8,0
3,4,187.42,17.15,3.95,1
5,4,365.34,4.68,58.58,1
4,4,203.44,19.45,568.82,1
3,3,199.35,5.12,14.68,0
3,1,239.75,5.89,112.88,1
4,4,135.19,18.44,16.59,0
1,2,78.1,2.25,18.38,1
1,3,61.27,0.0,91.71,1
6,1,502.16,1.16,21.27,1
1,3,74.06,7.35,462.78,1
5,3,245.72,1.74,100.13,0
7,4,427.73,13.53,1000.31,1
2,2,67.73,5.42,47.85,0
3,4,163.97,18.17,524.06,1
4,3,165.15,2.59,446.17,0
6,3,207.75,0.68,29.01,1
7,3,257.32,21.18,135.21,1
5,4,461.53,1.31,23.55,1
1,3,77.79,3.42,126.6,0
4,2,229.85,16.74,112.45,1
3,4,175.75,6.62,73.57,0
3,2,136.49,0.86,2618.9,1
